entry_id,source,native_dataset,old_domain,classification,target_direction,notes,evidence,new_dataset,reader_code,adapter_code,schema_code,unit,target_entry,implementation,capability_limitations,production_data_checked
E11,tonghuashun,fund_financial_indicators,fund.financial_indicator_window,business,当前报告/完整集合，保留不同报告期,完整对象原子替换；不把report_date冒充公开可用时间,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.financial_indicator.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E11; layout.Layout,reports,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_accounting_basis_unverified"", ""historical_vintages_unverified""]",false
E12,tonghuashun,fund_income,fund.income_window,business,当前报告/完整集合，保留不同报告期,完整对象原子替换；不把report_date冒充公开可用时间,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.income.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E12; layout.Layout,reports,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_accounting_basis_unverified"", ""historical_vintages_unverified""]",false
E13,tonghuashun,fund_balance,fund.balance_window,business,当前报告/完整集合，保留不同报告期,完整对象原子替换；不把report_date冒充公开可用时间,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.balance.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E13; layout.Layout,reports,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_accounting_basis_unverified"", ""historical_vintages_unverified""]",false
E14,tonghuashun,stock_income,market.income_window,business,当前报告/完整集合，保留不同报告期,完整对象原子替换；不把report_date冒充公开可用时间,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.income.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E14; layout.Layout,reports,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_accounting_basis_unverified"", ""historical_vintages_unverified""]",false
E15,tonghuashun,stock_balance,market.balance_window,business,当前报告/完整集合，保留不同报告期,完整对象原子替换；不把report_date冒充公开可用时间,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.balance.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E15; layout.Layout,reports,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_accounting_basis_unverified"", ""historical_vintages_unverified""]",false
E16,tonghuashun,stock_cash_flow,market.cash_flow_window,business,当前报告/完整集合，保留不同报告期,完整对象原子替换；不把report_date冒充公开可用时间,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.cash_flow.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E16; layout.Layout,reports,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_accounting_basis_unverified"", ""historical_vintages_unverified""]",false
E17,tonghuashun,fund_allocation,fund.allocation_window,business,当前报告/完整集合，保留不同报告期,完整对象原子替换；不把report_date冒充公开可用时间,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.allocation.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E17; layout.Layout,group,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_units_unverified"", ""source_occurrences_not_resolved""]",false
E18,tonghuashun,fund_industry,fund.industry_window,business,当前报告/完整集合，保留不同报告期,完整对象原子替换；不把report_date冒充公开可用时间,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.industry.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E18; layout.Layout,group,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_units_unverified"", ""source_occurrences_not_resolved""]",false
E19,tonghuashun,fund_holders,fund.holder_composition_window,business,当前报告/完整集合，保留不同报告期,完整对象原子替换；不把report_date冒充公开可用时间,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.holder_composition.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E19; layout.Layout,group,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_units_unverified"", ""source_occurrences_not_resolved""]",false
E20,tonghuashun,fund_top_holders,fund.top_holder_window,business,当前报告/完整集合，保留不同报告期,完整对象原子替换；不把report_date冒充公开可用时间,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.top_holder.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E20; layout.Layout,group,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_units_unverified"", ""source_occurrences_not_resolved""]",false
E21,tonghuashun,fund_dividends,fund.dividend_window,business,当前事件/状态事实；业务键去重,时间/单位/生效含义保留；事件缺失不推断无事件，记录更正替换而非留发布历史,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.dividend.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E21; layout.Layout,group,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""reported_events_not_execution"", ""provider_units_and_tax_basis_unverified""]",false
E22,tonghuashun,stock_actions,market.corporate_action_window,business,当前事件/状态事实；业务键去重,时间/单位/生效含义保留；事件缺失不推断无事件，记录更正替换而非留发布历史,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.corporate_action.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E22; layout.Layout,group,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""reported_events_not_execution"", ""source_occurrences_not_resolved""]",false
E23,tonghuashun,fund_manager_performance,fund.manager_performance_window,business,类型化时间序列分片，不存完整历史points JSON,窗口拆成业务记录；单份当前值；有效来源先后及缺口语义保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.manager_performance.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E23; layout.Layout,series,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_period_and_formula_unverified"", ""reported_series_not_proven_comparable""]",false
E24,tonghuashun,fund_manager_style,fund.manager_style_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.manager_style.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E24; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_vector_labels_unverified"", ""source_narrative_only""]",false
E25,tonghuashun,fund_returns,fund.return_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.return.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E25; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_period_and_formula_unverified"", ""observed_scope_only""]",false
E26,tonghuashun,fund_drawdowns,fund.drawdown_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.drawdown.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E26; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_period_and_formula_unverified"", ""observed_scope_only""]",false
E27,tonghuashun,fund_performance_history,fund.performance_window,business,类型化时间序列分片，不存完整历史points JSON,窗口拆成业务记录；单份当前值；有效来源先后及缺口语义保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.performance.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E27; layout.Layout,series,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_period_and_formula_unverified"", ""observed_scope_only""]",false
E28,tonghuashun,dragon_tiger,market.dragon_tiger_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.dragon_tiger.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E28; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_reported_semantics_only"", ""source_occurrences_not_resolved"", ""not_complete_market_universe""]",false
E29,tonghuashun,stock_auction,market.auction_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.auction.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E29; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_reported_semantics_only"", ""not_complete_market_universe""]",false
E30,tonghuashun,auction_benchmark,market.auction_benchmark_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.auction_benchmark.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E30; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_reported_semantics_only"", ""not_complete_market_universe""]",false
E31,tonghuashun,limit_up,market.limit_up_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.limit_up.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E31; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_reported_semantics_only"", ""not_complete_market_universe""]",false
E32,tonghuashun,limit_down,market.limit_down_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.limit_down.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E32; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_reported_semantics_only"", ""not_complete_market_universe""]",false
E33,tonghuashun,limit_break,market.limit_break_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.limit_break.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E33; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_reported_semantics_only"", ""not_complete_market_universe""]",false
E34,tonghuashun,anomaly_list,market.anomaly_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.anomaly.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E34; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_reported_semantics_only"", ""not_complete_market_universe""]",false
E35,tonghuashun,limit_ladder,market.limit_ladder_window,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.limit_ladder.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E35; layout.Layout,reports,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_reported_semantics_only"", ""not_complete_market_universe""]",false
E36,tonghuashun,stock_quote,market.stock_quote_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.stock_quote.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E36; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_timestamp_not_business_date"", ""reported_values_only"", ""units_and_formulas_unverified""]",false
E37,tonghuashun,etf_quote,market.etf_quote_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.etf_quote.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E37; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_timestamp_not_business_date"", ""reported_values_only"", ""units_and_formulas_unverified""]",false
E38,tonghuashun,index_quote,market.index_quote_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.index_quote.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E38; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_timestamp_not_business_date"", ""reported_values_only"", ""units_and_formulas_unverified""]",false
E39,tonghuashun,stock_valuation,market.stock_valuation_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.stock_valuation.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E39; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_timestamp_not_business_date"", ""reported_values_only"", ""units_and_formulas_unverified""]",false
E40,tonghuashun,tickers,instrument.reference,business,小型当前资料/日历（PG或列式二选一）,身份映射有依据才统一；历史业务区间保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",instrument.reference.provider_reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E40; layout.Layout,reference,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified""]",false
E41,tonghuashun,fund_company,fund.company,business,小型当前资料/日历（PG或列式二选一）,身份映射有依据才统一；历史业务区间保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.company.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E41; layout.Layout,reference,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified""]",false
E42,tonghuashun,fund_manager,fund.manager,business,小型当前资料/日历（PG或列式二选一）,身份映射有依据才统一；历史业务区间保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.manager.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E42; layout.Layout,reference,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified""]",false
E43,tonghuashun,fund_profile,fund.profile,business,小型当前资料/日历（PG或列式二选一）,身份映射有依据才统一；历史业务区间保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.profile.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E43; layout.Layout,reference,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified""]",false
E44,tonghuashun,fund_nav,fund.nav_snapshot,business,类型化时间序列分片，不存完整历史points JSON,窗口拆成业务记录；单份当前值；有效来源先后及缺口语义保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.nav.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E44; layout.Layout,series,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_reported_nav_categories_only"", ""currency_and_share_basis_unverified"", ""adjustment_formula_unverified"", ""cumulative_nav_and_return_derivation_not_supported"", ""rolling_window_not_complete_fund_history""]",false
E45,tonghuashun,hot_list,market.popularity_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.popularity.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E45; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_returned_list_only"", ""heat_method_unverified"", ""not_complete_market_universe""]",false
E46,tonghuashun,skyrocket,market.rising_popularity_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.rising_popularity.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E46; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_returned_list_only"", ""heat_method_unverified"", ""not_complete_market_universe""]",false
E47,tonghuashun,hot_history,market.popularity_history_snapshot,business,类型化时间序列分片，不存完整历史points JSON,窗口拆成业务记录；单份当前值；有效来源先后及缺口语义保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.popularity_history.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E47; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_returned_list_only"", ""heat_method_unverified"", ""not_complete_market_universe""]",false
E48,tonghuashun,fund_quota_summary,fund.quota_summary_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.quota_summary.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E48; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""requested_category_only"", ""quota_currency_units_and_formula_unverified"", ""source_display_text_not_comparable_amounts"", ""current_subscription_eligibility_unverified""]",false
